paraquestion,SQL,Header
WHAT SCORE HAS AN TIME OF 18:27?,select Score where Time eq 18:27 ,"['Period', 'Team', 'Goal', 'Time', 'Score']"
WHICH GOAL HAS A TIME OF 39:37?,select Goal where Time eq 39:37 ,"['Period', 'Team', 'Goal', 'Time', 'Score']"
"What is Electorate when Party is ""Country"", when State is ""WA"" and when Member is ""John Hallett""?",select Electorate where Party eq country and State eq wa and Member eq john hallett ,"['Member', 'Party', 'Electorate', 'State', 'Term of office']"
"What is Electorate, when Party is ""Country"", when State is ""WA"" and when Member is ""John Hallett""?",select Electorate where Party eq country and State eq wa and Member eq john hallett ,"['Member', 'Party', 'Electorate', 'State', 'Term of office']"
"What is the term of office when Member is ""Dominic Costa""?",select Term of office where Member eq dominic costa ,"['Member', 'Party', 'Electorate', 'State', 'Term of office']"
"What is the term of office when the member is ""Dominic Costa""?",select Term of office where Member eq dominic costa ,"['Member', 'Party', 'Electorate', 'State', 'Term of office']"
"What is State when Member is ""Gil Duthie""?",select State where Member eq gil duthie ,"['Member', 'Party', 'Electorate', 'State', 'Term of office']"
"What is state when Member is ""Gil Duthie""?",select State where Member eq gil duthie ,"['Member', 'Party', 'Electorate', 'State', 'Term of office']"
"What is the state when Member is ""Gil Duthie""?",select State where Member eq gil duthie ,"['Member', 'Party', 'Electorate', 'State', 'Term of office']"
What was the number of spectators at the Stadion with a score of 2-0,select Attendance where Venue eq stadion and Score eq 2-0 ,"['Date', 'Venue', 'Opponents', 'Score', 'Attendance']"
What was the attendance at the Stadion with a score of 2-0,select Attendance where Venue eq stadion and Score eq 2-0 ,"['Date', 'Venue', 'Opponents', 'Score', 'Attendance']"
What was the number of people at the Stadion with a score of 2-0,select Attendance where Venue eq stadion and Score eq 2-0 ,"['Date', 'Venue', 'Opponents', 'Score', 'Attendance']"
Which season did the Rangers win?,select Season where Winner eq rangers ,"['Season', 'Winner', 'Score', 'Runner-up', 'Venue']"
What is the score of the game with Falkirk as runner-up?,select Score where Runner-up eq falkirk ,"['Season', 'Winner', 'Score', 'Runner-up', 'Venue']"
What is the venue of the game where Hibernian won and the Rangers were the runner-up?,select Venue where Runner-up eq rangers and Winner eq hibernian ,"['Season', 'Winner', 'Score', 'Runner-up', 'Venue']"
What is the venue of the game where Hibernian won and the rangers were the runner-up?,select Venue where Runner-up eq rangers and Winner eq hibernian ,"['Season', 'Winner', 'Score', 'Runner-up', 'Venue']"
What is the country for the 1972 Winter Olympic Games?,select Country where Winter Olympics eq 1972 ,"['Winner', 'Country', 'Winter Olympics', 'FIS Nordic World Ski Championships', 'Holmenkollen']"
What is the country for the winter olympics of 1972?,select Country where Winter Olympics eq 1972 ,"['Winner', 'Country', 'Winter Olympics', 'FIS Nordic World Ski Championships', 'Holmenkollen']"
What is the country for the winter olympics in 1972?,select Country where Winter Olympics eq 1972 ,"['Winner', 'Country', 'Winter Olympics', 'FIS Nordic World Ski Championships', 'Holmenkollen']"
What is the winter olympics year when the fis nordic world ski championships is 1976?,select Winter Olympics where FIS Nordic World Ski Championships eq 1976 ,"['Winner', 'Country', 'Winter Olympics', 'FIS Nordic World Ski Championships', 'Holmenkollen']"
What is the winter olympics year when the 1976 fis nordic world ski championships is?,select Winter Olympics where FIS Nordic World Ski Championships eq 1976 ,"['Winner', 'Country', 'Winter Olympics', 'FIS Nordic World Ski Championships', 'Holmenkollen']"
What is the earliest winter olympics when the fis nordic world ski championships is 1976?,select MIN(Winter Olympics) where FIS Nordic World Ski Championships eq 1976 ,"['Winner', 'Country', 'Winter Olympics', 'FIS Nordic World Ski Championships', 'Holmenkollen']"
What is the earliest winter olympics when the fis nordic world ski championships are 1976?,select MIN(Winter Olympics) where FIS Nordic World Ski Championships eq 1976 ,"['Winner', 'Country', 'Winter Olympics', 'FIS Nordic World Ski Championships', 'Holmenkollen']"
"What is the winter olympics when the country is soviet union and holmenkollen is 1970, 1979?","select SUM(Winter Olympics) where Country eq soviet union and Holmenkollen eq 1970, 1979 ","['Winner', 'Country', 'Winter Olympics', 'FIS Nordic World Ski Championships', 'Holmenkollen']"
"What is the winter olympics when the country is a soviet union and holmenkollen is 1970, 1979?","select SUM(Winter Olympics) where Country eq soviet union and Holmenkollen eq 1970, 1979 ","['Winner', 'Country', 'Winter Olympics', 'FIS Nordic World Ski Championships', 'Holmenkollen']"
What is the date when the away team is Newport County?,select Date where Away team eq newport county ,"['Tie no', 'Home team', 'Score', 'Away team', 'Date']"
What is the date when the away team is newport county?,select Date where Away team eq newport county ,"['Tie no', 'Home team', 'Score', 'Away team', 'Date']"
How many games have five goals and less than 8 assists?,select COUNT(Games) where Goals eq 5 and Assists gt 8 ,"['Player', 'Club', 'Games', 'Goals', 'Assists', 'Points']"
What is the highest number of goals Eisbären Berlin had with 13 points and 10 assists?,select MAX(Goals) where Points eq 13 and Assists eq 10 and Club eq eisbären berlin ,"['Player', 'Club', 'Games', 'Goals', 'Assists', 'Points']"
What are Ivan Ciernik's average points with less than 11 goals?,select AVG(Points) where Player eq ivan ciernik and Goals gt 11 ,"['Player', 'Club', 'Games', 'Goals', 'Assists', 'Points']"
What are the average points of Ivan Ciernik with less than 11 goals?,select AVG(Points) where Player eq ivan ciernik and Goals gt 11 ,"['Player', 'Club', 'Games', 'Goals', 'Assists', 'Points']"
Which province is Parun?,select Province where Centers eq parun ,"['Province', 'Map #', 'ISO 3166-2:AF', 'Centers', 'Population', 'Area (km²)', 'Language', 'Notes', 'U.N. Region']"
In which province is Parun?,select Province where Centers eq parun ,"['Province', 'Map #', 'ISO 3166-2:AF', 'Centers', 'Population', 'Area (km²)', 'Language', 'Notes', 'U.N. Region']"
In what category is Frank Scarabino a pilot?,select Category where Pilot eq frank scarabino ,"['Category', 'Speed (km/h)', 'Speed (mph)', 'Vehicle', 'Pilot', 'Date']"
What is the sum of the speed reached by John Egginton in km per hour?,select SUM(Speed (km/h)) where Pilot eq john egginton ,"['Category', 'Speed (km/h)', 'Speed (mph)', 'Vehicle', 'Pilot', 'Date']"
What is the sum of the speed in km per hour reached by John Egginton?,select SUM(Speed (km/h)) where Pilot eq john egginton ,"['Category', 'Speed (km/h)', 'Speed (mph)', 'Vehicle', 'Pilot', 'Date']"
What is the name of the team 1 that was after the 2005 season and with a 4-2 score?,select Team 1 where Season lt 2005 and Score eq 4-2 ,"['Season', 'Team 1', 'Score', 'Team 2', 'Venue']"
What is the name of the team 1 that was after the 2005 season and with a score of 4-2?,select Team 1 where Season lt 2005 and Score eq 4-2 ,"['Season', 'Team 1', 'Score', 'Team 2', 'Venue']"
What was the name of the venue in the 2004 season with a score of 0-2?,select Venue where Score eq 0-2 and Season eq 2004 ,"['Season', 'Team 1', 'Score', 'Team 2', 'Venue']"
What was the name of the venue in the 2004 season with a 0-2 score?,select Venue where Score eq 0-2 and Season eq 2004 ,"['Season', 'Team 1', 'Score', 'Team 2', 'Venue']"
What is the earliest season that Pisico Bnh inh is team 2?,select MIN(Season) where Team 2 eq pisico bình ðinh ,"['Season', 'Team 1', 'Score', 'Team 2', 'Venue']"
What is the earliest season in which Pisico Bnh inh is team 2?,select MIN(Season) where Team 2 eq pisico bình ðinh ,"['Season', 'Team 1', 'Score', 'Team 2', 'Venue']"
Which years have a rank of less than 2?,select Years where Rank gt 2 ,"['Rank', 'Player', 'Years', 'Games', 'Reb. Avg.', 'Total Rebounds']"
How many games have rebounds greater than 1048?,select COUNT(Games) where Total Rebounds lt 1048 ,"['Rank', 'Player', 'Years', 'Games', 'Reb. Avg.', 'Total Rebounds']"
How many games have rebounds bigger than 1048?,select COUNT(Games) where Total Rebounds lt 1048 ,"['Rank', 'Player', 'Years', 'Games', 'Reb. Avg.', 'Total Rebounds']"
How many rebounds have a player of andre gaddy and a Rank smaller than 6?,select COUNT(Total Rebounds) where Player eq andre gaddy and Rank gt 6 ,"['Rank', 'Player', 'Years', 'Games', 'Reb. Avg.', 'Total Rebounds']"
How many rebounds have a player of andre gaddy and a rank smaller than 6?,select COUNT(Total Rebounds) where Player eq andre gaddy and Rank gt 6 ,"['Rank', 'Player', 'Years', 'Games', 'Reb. Avg.', 'Total Rebounds']"
How many rebounds has a player of andre gaddy and a Rank smaller than 6?,select COUNT(Total Rebounds) where Player eq andre gaddy and Rank gt 6 ,"['Rank', 'Player', 'Years', 'Games', 'Reb. Avg.', 'Total Rebounds']"
How many rebounds have a player of herb estes?,select COUNT(Total Rebounds) where Player eq herb estes ,"['Rank', 'Player', 'Years', 'Games', 'Reb. Avg.', 'Total Rebounds']"
How many rebounds has a player of herb estes?,select COUNT(Total Rebounds) where Player eq herb estes ,"['Rank', 'Player', 'Years', 'Games', 'Reb. Avg.', 'Total Rebounds']"
What is the total number of rebound averages with more than 98 games and a rank of 7?,select SUM(Reb. Avg.) where Games lt 98 and Rank eq 7 ,"['Rank', 'Player', 'Years', 'Games', 'Reb. Avg.', 'Total Rebounds']"
Can you tell me the date that has the team of golden state?,select Date where Team eq golden state ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Record']"
Can you tell me the date that the team of golden state has?,select Date where Team eq golden state ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Record']"
Can you tell me the date that has the team of Golden State?,select Date where Team eq golden state ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Record']"
Can you tell me the high assists that has the date of November 25?,select High assists where Date eq november 25 ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Record']"
Can you tell me the high assists that has the date of 25 November?,select High assists where Date eq november 25 ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Record']"
Can you tell me the team that has the high rebounds of Antawn Jamison (10) and the date of 5 November?,select Team where High rebounds eq antawn jamison (10) and Date eq november 5 ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Record']"
Can you tell me the team that has the high rebounds of Antawn Jamison (10) and the date of November 5?,select Team where High rebounds eq antawn jamison (10) and Date eq november 5 ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Record']"
Can you tell me the team that has the high rebounds of antawn jamison (10) and the date of 5 November?,select Team where High rebounds eq antawn jamison (10) and Date eq november 5 ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Record']"
Can you tell me the high rebound that has the date of 5 November?,select High rebounds where Date eq november 5 ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Record']"
Can you tell me the high rebounds that have the date of 5 November?,select High rebounds where Date eq november 5 ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Record']"
Can you tell me the high rebounds that has the date of 5 November?,select High rebounds where Date eq november 5 ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Record']"
WHAT IS THE TEAM WITH ASTC Round 1?,select Team where Series eq astc round 1 ,"['Date', 'Series', 'Circuit', 'City / State', 'Winner', 'Team']"
WHAT IS THE TEAM WITH Astc Round 1?,select Team where Series eq astc round 1 ,"['Date', 'Series', 'Circuit', 'City / State', 'Winner', 'Team']"
WHAT IS THE WINNER WITH ATCC Round 6?,select Winner where Series eq atcc round 6 ,"['Date', 'Series', 'Circuit', 'City / State', 'Winner', 'Team']"
"What is the lowest number of points scored by the 49ers when the record was 1-5 and there were more than 29,563 fans attending?","select MIN(49ers points) where Attendance lt 29,563 and Record eq 1-5 ","['Game', 'Date', 'Opponent', 'Result', '49ers points', 'Opponents', 'Record', 'Streak', 'Attendance']"
"What was the highest attendance for the game, where the record was 0-5 and the opponents scored more than 20 points?",select MAX(Attendance) where Record eq 0-5 and Opponents lt 20 ,"['Game', 'Date', 'Opponent', 'Result', '49ers points', 'Opponents', 'Record', 'Streak', 'Attendance']"
What is the address of Notre Dame Basilica?,select Street address where Name eq notre dame basilica ,"['Name', 'Street address', 'Years as tallest', '# of Years as tallest', 'Height m / ft', 'Floors']"
What is the name of the building that was the highest for 28 years?,select Name where # of Years as tallest eq 28 years ,"['Name', 'Street address', 'Years as tallest', '# of Years as tallest', 'Height m / ft', 'Floors']"
What is the region when the catalog is SM 2965-05?,select Region where Catalog eq sm 2965-05 ,"['Region', 'Date', 'Label', 'Format', 'Catalog']"
What is the region when the catalogue is SM 2965-05?,select Region where Catalog eq sm 2965-05 ,"['Region', 'Date', 'Label', 'Format', 'Catalog']"
What is the region when the catalog is 25AP 301?,select Region where Catalog eq 25ap 301 ,"['Region', 'Date', 'Label', 'Format', 'Catalog']"
What is the region when the catalog 25AP 301 is?,select Region where Catalog eq 25ap 301 ,"['Region', 'Date', 'Label', 'Format', 'Catalog']"
What is the date when the catalog is EPC 81436?,select Date where Catalog eq epc 81436 ,"['Region', 'Date', 'Label', 'Format', 'Catalog']"
What is the date when the EPC 81436 Catalog is?,select Date where Catalog eq epc 81436 ,"['Region', 'Date', 'Label', 'Format', 'Catalog']"
What is a label when the format is double CD?,select Label where Format eq double cd ,"['Region', 'Date', 'Label', 'Format', 'Catalog']"
What is the label when the format is double CD?,select Label where Format eq double cd ,"['Region', 'Date', 'Label', 'Format', 'Catalog']"
What is a label when Japan is a region?,select Label where Region eq japan ,"['Region', 'Date', 'Label', 'Format', 'Catalog']"
What is a label when the region is Japan?,select Label where Region eq japan ,"['Region', 'Date', 'Label', 'Format', 'Catalog']"
What is a label when Japan is the region?,select Label where Region eq japan ,"['Region', 'Date', 'Label', 'Format', 'Catalog']"
What is format when the region is United States?,select Format where Region eq united states ,"['Region', 'Date', 'Label', 'Format', 'Catalog']"
What is the format when the region is United States?,select Format where Region eq united states ,"['Region', 'Date', 'Label', 'Format', 'Catalog']"
What was the date of appointment for the manager of Lecce when the previous manager's contract expired?,select Date of appointment where Manner of departure eq contract expired and Team eq lecce ,"['Team', 'Outgoing manager', 'Manner of departure', 'Date of vacancy', 'Replaced by', 'Date of appointment']"
"What was the manner of departure for the outgoing manager, Davide Ballardini?",select Manner of departure where Outgoing manager eq davide ballardini ,"['Team', 'Outgoing manager', 'Manner of departure', 'Date of vacancy', 'Replaced by', 'Date of appointment']"
What is the date of appointment of the outgoing manager edoardo reja?,select Date of appointment where Outgoing manager eq edoardo reja ,"['Team', 'Outgoing manager', 'Manner of departure', 'Date of vacancy', 'Replaced by', 'Date of appointment']"
At which event did he fight matt eckerle?,select Event where Opponent eq matt eckerle ,"['Res.', 'Record', 'Opponent', 'Method', 'Event', 'Round', 'Time', 'Location']"
What is the highest round that lasted 1:44?,select MAX(Round) where Time eq 1:44 ,"['Res.', 'Record', 'Opponent', 'Method', 'Event', 'Round', 'Time', 'Location']"
What was the highest round that lasted 1:44?,select MAX(Round) where Time eq 1:44 ,"['Res.', 'Record', 'Opponent', 'Method', 'Event', 'Round', 'Time', 'Location']"
What is the number for the interview in Illinois if the preliminary is less than 8.558?,select SUM(Interview) where Country eq illinois and Preliminary gt 8.558 ,"['Country', 'Preliminary', 'Interview', 'Swimsuit', 'Evening Gown', 'Average']"
"What is the name of the country with less than 9.033 for swimsuits, 8.611 for interview and preliminary is less than 8.87?",select Country where Swimsuit gt 9.033 and Interview eq 8.611 and Preliminary gt 8.87 ,"['Country', 'Preliminary', 'Interview', 'Swimsuit', 'Evening Gown', 'Average']"
What is the evening gown number when the average in Louisiana is more than 8.984 and the preliminary is more than 8.597?,select COUNT(Evening Gown) where Average lt 8.984 and Country eq louisiana and Preliminary lt 8.597 ,"['Country', 'Preliminary', 'Interview', 'Swimsuit', 'Evening Gown', 'Average']"
What is the interview number in Louisiana and the swimsuit number is more than 9.1?,select COUNT(Interview) where Country eq louisiana and Swimsuit lt 9.1 ,"['Country', 'Preliminary', 'Interview', 'Swimsuit', 'Evening Gown', 'Average']"
What is the swimsuit number when the preliminary is 8.721 and the average is more than 8.781?,select COUNT(Swimsuit) where Preliminary eq 8.721 and Average lt 8.781 ,"['Country', 'Preliminary', 'Interview', 'Swimsuit', 'Evening Gown', 'Average']"
What is the swimsuit number if the preliminary is 8.721 and the average is more than 8.781?,select COUNT(Swimsuit) where Preliminary eq 8.721 and Average lt 8.781 ,"['Country', 'Preliminary', 'Interview', 'Swimsuit', 'Evening Gown', 'Average']"
"Where was the game played on May 30, 2004?",select Venue where Date eq 30 may 2004 ,"['Date', 'Venue', 'Score', 'Result', 'Competition']"
"Where was the game played on May 30th, 2004?",select Venue where Date eq 30 may 2004 ,"['Date', 'Venue', 'Score', 'Result', 'Competition']"
Who was Silva's partner in the Amarante Tournament played on a hard surface?,select Partner where Surface eq hard and Tournament eq amarante ,"['Date', 'Tournament', 'Surface', 'Partner', 'Opponent in the final', 'Score']"
Who was Silva's partner in the Amarante tournament played on a hard surface?,select Partner where Surface eq hard and Tournament eq amarante ,"['Date', 'Tournament', 'Surface', 'Partner', 'Opponent in the final', 'Score']"
"Who was Silva's partner in the match with a score of 6–3, 7–6 (7–3)?","select Partner where Score eq 6–3, 7–6 (7–3) ","['Date', 'Tournament', 'Surface', 'Partner', 'Opponent in the final', 'Score']"
"Who was Silva’s partner in the match with a score of 6–3, 7–6 (7–3)?","select Partner where Score eq 6–3, 7–6 (7–3) ","['Date', 'Tournament', 'Surface', 'Partner', 'Opponent in the final', 'Score']"
On what date was the match with partner Kira Nagy?,select Date where Partner eq kira nagy ,"['Date', 'Tournament', 'Surface', 'Partner', 'Opponent in the final', 'Score']"
What date was the match with partner Kira Nagy?,select Date where Partner eq kira nagy ,"['Date', 'Tournament', 'Surface', 'Partner', 'Opponent in the final', 'Score']"
What is the date of the Vigo Tournament?,select Date where Tournament eq vigo ,"['Date', 'Tournament', 'Surface', 'Partner', 'Opponent in the final', 'Score']"
What is the date of the Vigo tournament?,select Date where Tournament eq vigo ,"['Date', 'Tournament', 'Surface', 'Partner', 'Opponent in the final', 'Score']"
What tournament did Silva partner with Nicole Thijssen with the opponent in the final Nina Bratchikova & Frederica Piedade?,select Tournament where Partner eq nicole thijssen and Opponent in the final eq nina bratchikova & frederica piedade ,"['Date', 'Tournament', 'Surface', 'Partner', 'Opponent in the final', 'Score']"
What tournament did Silva partner with Nicole Thijssen with the opponent Nina Bratchikova & Frederica Piedade in the final?,select Tournament where Partner eq nicole thijssen and Opponent in the final eq nina bratchikova & frederica piedade ,"['Date', 'Tournament', 'Surface', 'Partner', 'Opponent in the final', 'Score']"
What tournament did Silva partner with Nicole Thijssen with the opponent Nina Bratchikova & Frederica Piedade in the finals?,select Tournament where Partner eq nicole thijssen and Opponent in the final eq nina bratchikova & frederica piedade ,"['Date', 'Tournament', 'Surface', 'Partner', 'Opponent in the final', 'Score']"
"What is name when the state is ""Jin""?",select Name where State eq jin ,"['State', 'Type', 'Name', 'Title', 'Royal house', 'From']"
"What is the name when the state is ""Jin""?",select Name where State eq jin ,"['State', 'Type', 'Name', 'Title', 'Royal house', 'From']"
"What is the name when Royal House is ""Ji"" and when State is ""Cai""?",select Name where Royal house eq ji and State eq cai ,"['State', 'Type', 'Name', 'Title', 'Royal house', 'From']"
"What is the name when the Royal House is ""Ji"" and when the State is ""Cai""?",select Name where Royal house eq ji and State eq cai ,"['State', 'Type', 'Name', 'Title', 'Royal house', 'From']"
"What is the name when the royal house is ""Ji"" and when the state is ""Cai""?",select Name where Royal house eq ji and State eq cai ,"['State', 'Type', 'Name', 'Title', 'Royal house', 'From']"
"What is the state when ""830 BC"" is from?",select State where From eq 830 bc ,"['State', 'Type', 'Name', 'Title', 'Royal house', 'From']"
"What is state when ""830 BC"" is from?",select State where From eq 830 bc ,"['State', 'Type', 'Name', 'Title', 'Royal house', 'From']"
"What is the state when the ""830 BC"" is from?",select State where From eq 830 bc ,"['State', 'Type', 'Name', 'Title', 'Royal house', 'From']"
Which ratio has a similar ISO A size of a3?,select AVG(Ratio) where Similar ISO A size eq a3 ,"['Name', 'in × in', 'mm × mm', 'Ratio', 'Similar ISO A size']"
Which Ratio has a similar ISO A size of a3?,select AVG(Ratio) where Similar ISO A size eq a3 ,"['Name', 'in × in', 'mm × mm', 'Ratio', 'Similar ISO A size']"
Which mm  mm has an in  in of 11  17?,select mm × mm where in × in eq 11 × 17 ,"['Name', 'in × in', 'mm × mm', 'Ratio', 'Similar ISO A size']"
Which mm  mm has an in  in 11  17?,select mm × mm where in × in eq 11 × 17 ,"['Name', 'in × in', 'mm × mm', 'Ratio', 'Similar ISO A size']"
Which ratio has a name of ansi e?,select MIN(Ratio) where Name eq ansi e ,"['Name', 'in × in', 'mm × mm', 'Ratio', 'Similar ISO A size']"
Which Ratio has a name of ansi e?,select MIN(Ratio) where Name eq ansi e ,"['Name', 'in × in', 'mm × mm', 'Ratio', 'Similar ISO A size']"
Which ratio has an in  in of 17  22?,select Ratio where in × in eq 17 × 22 ,"['Name', 'in × in', 'mm × mm', 'Ratio', 'Similar ISO A size']"
Which ratio has an in  in in of 17  22?,select Ratio where in × in eq 17 × 22 ,"['Name', 'in × in', 'mm × mm', 'Ratio', 'Similar ISO A size']"
What is the distance of the Vuelta a Espana 1945 with 4A Stage?,select Distance where Stage eq 4a ,"['Stage', 'Date', 'Course', 'Distance', 'Winner']"
What is the distance of the Vuelta a Espana 1945 with 4A stage?,select Distance where Stage eq 4a ,"['Stage', 'Date', 'Course', 'Distance', 'Winner']"
What has earned 5 for the rank?,select Earned where Rank eq 5 ,"['Rank', 'Player', 'Country', 'Earned', 'Earnings ( $ )']"
What was earned has 5 for the rank?,select Earned where Rank eq 5 ,"['Rank', 'Player', 'Country', 'Earned', 'Earnings ( $ )']"
What is the average earnings ($) that has meg mallon as the player with a rank less than 9?,select AVG(Earnings ( $ )) where Player eq meg mallon and Rank gt 9 ,"['Rank', 'Player', 'Country', 'Earned', 'Earnings ( $ )']"
"What is the fed tax that has a total tax greater than 33.2, a minimum sales tax less than 41.01 and in Vancouver, BC?","select AVG(Federal excise tax ( CAD¢ / L )) where Total excise tax (CAD¢/L) lt 33.2 and Government eq vancouver, bc and Minimum tax incl. sales taxes (CAD¢/L) gt 41.01 ","['Government', 'Federal excise tax ( CAD¢ / L )', 'Total excise tax (CAD¢/L)', 'Minimum tax incl. sales taxes (CAD¢/L)', 'Min. tax (CAD¢/US gal)']"
"What is the fed tax that has a total tax greater than 33.2, a minimum sales tax less than 41.01 and is in Vancouver, BC?","select AVG(Federal excise tax ( CAD¢ / L )) where Total excise tax (CAD¢/L) lt 33.2 and Government eq vancouver, bc and Minimum tax incl. sales taxes (CAD¢/L) gt 41.01 ","['Government', 'Federal excise tax ( CAD¢ / L )', 'Total excise tax (CAD¢/L)', 'Minimum tax incl. sales taxes (CAD¢/L)', 'Min. tax (CAD¢/US gal)']"
What is the minimum sales tax when the min tax is 105.7 and the fed tax is more than 10?,select MIN(Minimum tax incl. sales taxes (CAD¢/L)) where Min. tax (CAD¢/US gal) eq 105.7 and Federal excise tax ( CAD¢ / L ) lt 10 ,"['Government', 'Federal excise tax ( CAD¢ / L )', 'Total excise tax (CAD¢/L)', 'Minimum tax incl. sales taxes (CAD¢/L)', 'Min. tax (CAD¢/US gal)']"
What is the minimum sales tax when the minimum tax is 105.7 and the fed tax is more than 10?,select MIN(Minimum tax incl. sales taxes (CAD¢/L)) where Min. tax (CAD¢/US gal) eq 105.7 and Federal excise tax ( CAD¢ / L ) lt 10 ,"['Government', 'Federal excise tax ( CAD¢ / L )', 'Total excise tax (CAD¢/L)', 'Minimum tax incl. sales taxes (CAD¢/L)', 'Min. tax (CAD¢/US gal)']"
What is the least minimum sales tax when the min tax is 105.7 and the fed tax is more than 10?,select MIN(Minimum tax incl. sales taxes (CAD¢/L)) where Min. tax (CAD¢/US gal) eq 105.7 and Federal excise tax ( CAD¢ / L ) lt 10 ,"['Government', 'Federal excise tax ( CAD¢ / L )', 'Total excise tax (CAD¢/L)', 'Minimum tax incl. sales taxes (CAD¢/L)', 'Min. tax (CAD¢/US gal)']"
What is 1991 when 1992 and 1990 are 1R?,select 1991 where 1992 eq 1r and 1990 eq 1r ,"['Tournament', '1984', '1985', '1986', '1987', '1988', '1989', '1990', '1991', '1992', '1993', '1994', '1995', '1996', 'Career SR']"
What is the 1991 when ATP Masters Series is 1990?,select 1991 where 1990 eq atp masters series ,"['Tournament', '1984', '1985', '1986', '1987', '1988', '1989', '1990', '1991', '1992', '1993', '1994', '1995', '1996', 'Career SR']"
What is the 1991 when the ATP Masters Series is 1990?,select 1991 where 1990 eq atp masters series ,"['Tournament', '1984', '1985', '1986', '1987', '1988', '1989', '1990', '1991', '1992', '1993', '1994', '1995', '1996', 'Career SR']"
What is the 1995 when the 1991 Grand Slams is?,select 1995 where 1991 eq grand slams ,"['Tournament', '1984', '1985', '1986', '1987', '1988', '1989', '1990', '1991', '1992', '1993', '1994', '1995', '1996', 'Career SR']"
What is 1995 when the 1991 Grand Slams is?,select 1995 where 1991 eq grand slams ,"['Tournament', '1984', '1985', '1986', '1987', '1988', '1989', '1990', '1991', '1992', '1993', '1994', '1995', '1996', 'Career SR']"
What is the 1995 when the 1991 Grand Slams are?,select 1995 where 1991 eq grand slams ,"['Tournament', '1984', '1985', '1986', '1987', '1988', '1989', '1990', '1991', '1992', '1993', '1994', '1995', '1996', 'Career SR']"
What is the career SR when Grand Slams is 1985?,select Career SR where 1985 eq grand slams ,"['Tournament', '1984', '1985', '1986', '1987', '1988', '1989', '1990', '1991', '1992', '1993', '1994', '1995', '1996', 'Career SR']"
What is the career SR when Grand Slams are in 1985?,select Career SR where 1985 eq grand slams ,"['Tournament', '1984', '1985', '1986', '1987', '1988', '1989', '1990', '1991', '1992', '1993', '1994', '1995', '1996', 'Career SR']"
Which name has a date of 11 June 1940?,select Name where Date eq 11 june 1940 ,"['Date', 'U-boat', 'Name', 'Nationality', 'Tonnage (GRT)', 'Fate']"
"Which name has a date of June 11, 1940?",select Name where Date eq 11 june 1940 ,"['Date', 'U-boat', 'Name', 'Nationality', 'Tonnage (GRT)', 'Fate']"
"Which nationality has a fate of sunk (mine) and a tonnage (GRT) smaller than 2,266?","select Nationality where Fate eq sunk (mine) and Tonnage (GRT) gt 2,266 ","['Date', 'U-boat', 'Name', 'Nationality', 'Tonnage (GRT)', 'Fate']"
"Which nationality has a Fate of sunk (mine) and a Tonnage (GRT) smaller than 2,266?","select Nationality where Fate eq sunk (mine) and Tonnage (GRT) gt 2,266 ","['Date', 'U-boat', 'Name', 'Nationality', 'Tonnage (GRT)', 'Fate']"
"Which Tonnage (GRT) is the highest that has a date of June 16, 1940?",select MAX(Tonnage (GRT)) where Date eq 16 june 1940 ,"['Date', 'U-boat', 'Name', 'Nationality', 'Tonnage (GRT)', 'Fate']"
"Which Tonnage (GRT) is the highest with a date of June 16, 1940?",select MAX(Tonnage (GRT)) where Date eq 16 june 1940 ,"['Date', 'U-boat', 'Name', 'Nationality', 'Tonnage (GRT)', 'Fate']"
Which Tonnage (GRT) is the highest that has a date of 16 June 1940?,select MAX(Tonnage (GRT)) where Date eq 16 june 1940 ,"['Date', 'U-boat', 'Name', 'Nationality', 'Tonnage (GRT)', 'Fate']"
Which nationality has a name of Assyrian?,select Nationality where Name eq assyrian ,"['Date', 'U-boat', 'Name', 'Nationality', 'Tonnage (GRT)', 'Fate']"
Which nationality has a name of assyrian?,select Nationality where Name eq assyrian ,"['Date', 'U-boat', 'Name', 'Nationality', 'Tonnage (GRT)', 'Fate']"
